,tweets,likes,time,politician_id,language,translated_tweets
399,"Je demandais que 300 millions de francs par an, prélevés sur le bénéfice de la BNS et versés à la Confédération, soient versés dans un fonds de formation continue et d'insertion professionnelle. ‍‍‍‍",2,2019-10-11 11:34:27+00:00,CarloSommaruga,"((0, 216, 'FRENCH', 'fr'),)","I requested that 300 million francs per year, from the benefit of the SNB and paid to the Confederation, be paid into a continuing education and vocational integration fund."
400,Une seule conclusion! Il faut absolument changer de majorité !,2,2019-10-10 14:12:22+00:00,CarloSommaruga,"((0, 63, 'FRENCH', 'fr'),)",Only one conclusion! It is absolutely necessary to change the majority!
401,"Prix Nobel: magnifique récompense pour deux chercheurs genevois qui illustre  la très haute qualité de  Des médailles Fields pour les chercheurs en mathématique et un nouveau prix Nobel à des Pr. de l'Université de Genève, celui pour la recherche astronomique !",7,2019-10-08 15:31:44+00:00,CarloSommaruga,"((0, 269, 'FRENCH', 'fr'),)","Nobel Prize: a magnificent award for two Geneva researchers that illustrates the very high quality of Field Medals for mathematical researchers and a new Nobel Prize to Professors of the University of Geneva, the one for astronomical research!"
402,"Des convictions au service de Genève !
Elles et ils soutiennent Carlo Sommaruga &amp; lisa Mazzone, et vous ?",6,2019-10-07 09:00:00+00:00,CarloSommaruga,"((0, 110, 'FRENCH', 'fr'),)","Beliefs at the service of Geneva! They and they support Carlo Sommaruga &amp; lisa Mazzone, and you?"
403,Retrouvez Le grand débat - Genève à Berne sur  !,2,2019-10-04 19:21:33+00:00,CarloSommaruga,"((0, 51, 'FRENCH', 'fr'),)",Find The big debate - Geneva in Bern on !
404,"Non, je me présente pour le premier mandat au Conseil des États. Je mets mes compétences et mon expérience parlementaire au service de Genève et des habitantes et habitants.",0,2019-10-03 16:44:17+00:00,CarloSommaruga,"((0, 178, 'FRENCH', 'fr'),)","No, I am running for the first term of office in the Council of States. I put my parliamentary expertise and experience at the service of Geneva and the inhabitants."
405,Je suis le candidat qui vote à Berne le plus en concordance avec les citoyen-ne-s genevois selon  C'est important de le souligner alors qu'aujourd'hui dans un journal gratuit un élu genevois à Berne affirme que les élus ne répondent plus à la volonté du peuple.,6,2019-10-03 13:50:32+00:00,CarloSommaruga,"((0, 268, 'FRENCH', 'fr'),)","I am the candidate who votes in Bern the most in line with the citizens of Geneva, according to It is important to stress this when today in a free newspaper a Geneva elected in Bern affirms that the elected ones no longer respond to the will of the people."
406,"""C'est extrêmement inquiétant qu'un logiciel militaire soit aux mains d'une société israélienne et qu'il puisse ensuite être vendu à n'importe quel chef de guerre"".",2,2019-10-01 16:00:00+00:00,CarloSommaruga,"((0, 171, 'FRENCH', 'fr'),)","""It is extremely worrying that military software is in the hands of an Israeli company and can then be sold to any warlord."""
407,"Je suis heureux que le mouvement  soutienne ma candidature au Conseil des Etats en raison de mes engagements politiques. 
Les Genevoise et les Genevois ont tout intérêt de s'engager au de-là des limites du canton pour assurer leur sécurité",4,2019-10-01 14:31:33+00:00,CarloSommaruga,"((0, 244, 'FRENCH', 'fr'),)",I am pleased that the movement supports my candidacy to the Council of States because of my political commitments. Genevans and Genevans have every interest in committing themselves beyond the limits of the canton to ensure their security.
408,"Le coût des primes d’assurance-maladie grève lourdement le budget des ménages. Nos engagements 
 Défendre les patient.e.s face au lobby des assurances-maladie !
 Réduire les primes et les coûts des médicaments !
Rejoignez-notre campagne",2,2019-09-29 07:00:00+00:00,CarloSommaruga,"((0, 245, 'FRENCH', 'fr'),)",The cost of health insurance premiums is a heavy burden on the household budget. Our commitments Defend patients against the health insurance lobby! Reduce premiums and costs of medicines! Join our campaign
409,"J'exprime ma solidarité avec les millions de personnes dans le monde entier qui, aujourd'hui, s'unissent et réclament une protection efficace du climat marcheclimat ! 
Aujourd'hui, toute la Suisse se rend à Berne pour la manifestation nationale du climat, venez  !",5,2019-09-28 11:00:21+00:00,CarloSommaruga,"((0, 267, 'FRENCH', 'fr'),)","I express my solidarity with the millions of people around the world who are now united and demanding effective protection of the climate of marching climate! Today, all of Switzerland is going to Bern for the national climate event, come!"
410,"[Élections fédérales du 20 octobre] 
Pour Genève, au Conseil des États, c’est le moment de voter Lisa Mazzone et Carlo Sommaruga ! C'est déjà fait ?
EF2019",3,2019-09-28 10:43:27+00:00,CarloSommaruga,"((0, 164, 'FRENCH', 'fr'),)","[Federal elections of October 20] For Geneva, at the Council of States, it's time to vote Lisa Mazzone and Carlo Sommaruga! It's already done? EF2019"
411,"Je débattais avec les conseillers nationaux Yves Nidegger (UDC/GE), Christian Lüscher (PLR/GE), et la conseillère aux Etats Anne Seydoux-Christe (PDC/JU) sur les réformes à mener après l'affaire Lauber.
Débat à réécouter ici",1,2019-09-26 09:38:38+00:00,CarloSommaruga,"((0, 234, 'FRENCH', 'fr'),)","I was discussing with the national councillors Yves Nidegger (UDC/GE), Christian Lüscher (PLR/GE), and the state advisor Anne Seydoux-Christe (PDC/JU) on the reforms to be carried out after the Lauber case. Debate to be heard again here"
412,Non je ne dis pas cela ! Je dis qu’il avait besoin de 122 voix et il en a obtenu 129. Il y a donc eu 114 personnes qui ont voté contre !,0,2019-09-25 07:51:07+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)","No, I'm not saying that! I'm saying he needed 122 votes and he got 129 votes, so there were 114 people who voted against!"
413,Malgré les révélations sur les rencontres secrètes avec président FIFA Le Procureur général de la Conderation Michael Lauber est réélu 129 par voix il en avait besoin 122 pour être élu ! Quel avenir pour les autorités de poursuites pénales ?,3,2019-09-25 07:37:11+00:00,CarloSommaruga,"((0, 254, 'FRENCH', 'fr'),)",Despite the revelations about secret meetings with President FIFA The Attorney General of the Conderation Michael Lauber is re-elected 129 by voice he needed 122 to be elected! What future for the criminal prosecution authorities?
414,"A l’occasion d’un débat sur la mise en œuvre de l’espace Schengen, j’ai pris pour la dernière fois la parole au Conseil national en tant que rapporteur de majorité. Que l’ensemble du personnel des services du parlement soit ici remercié pour leur disponibilités et leur appui.",5,2019-09-24 08:18:54+00:00,CarloSommaruga,"((0, 292, 'FRENCH', 'fr'),)","On the occasion of a debate on the implementation of the Schengen area, I took the floor for the last time in the National Council as a majority rapporteur."
415,"Quelle est ma vision de la mobilité, comment je me déplace ? Découvrez mes réponses dans le journal « Itinéraire » du TCS Section Genève",1,2019-09-23 09:24:27+00:00,CarloSommaruga,"((0, 144, 'FRENCH', 'fr'),)","What is my vision of mobility, how do I move? Find out my answers in the TCS Section Geneva ""Itinerary"" newspaper"
416,"Pour des logements abordables, nous nous engageons 
 pour un réel contrôle des loyers  
 contre toute atteinte à la protection des locataires 
 en faveur d’une protection des personnes âgées contre les résiliations 
Rejoignez-notre campagne",5,2019-09-22 06:36:01+00:00,CarloSommaruga,"((0, 248, 'FRENCH', 'fr'),)","For affordable housing, we are committed to real control of rents against any damage to the protection of tenants in favour of protection of the elderly from terminations Join our campaign"
417,"Demain, je débattrai de l'Initiative pour des multinationales responsable. cc 
Vous venez ?",3,2019-09-16 12:03:11+00:00,CarloSommaruga,"((0, 92, 'FRENCH', 'fr'),)","Tomorrow, I'll discuss the Initiative for Responsible Multinationals. cc Are you coming?"
418,"Le coût des primes grève lourdement le budget des ménages. Nos engagements:
 défendre les patient.e.s face au lobby des assurances-maladie
 réduire les primes et le coût des médicaments
 garantir l’accès à des soins de qualité
Rejoignez-nous",0,2019-09-15 11:12:04+00:00,CarloSommaruga,"((0, 253, 'FRENCH', 'fr'),)",The cost of premiums seriously affects the budget of households. Our commitments: defending patients against the health insurance lobby reduce the premiums and the cost of medicines guarantee access to quality care Join us
419,"Dans moins de 6 semaines auront lieu les élections fédérales. Critiquer les décisions du parlement, c'est bien. Mais glisser son bulletin de vote dans l'urne, c'est essentiel pour que vive la démocratie. Comment choisir ? Lisez ma chronique dans le GHI",4,2019-09-13 06:00:00+00:00,CarloSommaruga,"((0, 257, 'FRENCH', 'fr'),)","In less than 6 weeks, the federal elections will be held. Criticizing Parliament's decisions is good. But slipping its ballot in the ballot box is essential for democracy to live. How to choose? Read my column in the GHI"
420,"18 ans plus tard, la mémoire n'a pas pris une ride sur les événements du 11 septembre. A Berne, les parlementaires se souviennent encore et toujours ce qu'ils faisaient cet après-midi-là.
Pour ma part, je m'en souviens très bien. Et vous ?",2,2019-09-12 14:00:01+00:00,CarloSommaruga,"((0, 245, 'FRENCH', 'fr'),)","18 years later, the memory did not take a wrinkle on the events of 11 September. In Bern, parliamentarians still remember what they were doing that afternoon, and I remember it very well."
421,"L’on peut parler de Kurdistan turc, comme du Kurdistan irakien. Lors de mon intervention j’ai parlé de Kurdistan turc. Mais l’Etat concerné par les exigences démocratiques et d’Etst de droit c’est la Turquie et c’est bien ce pays qui doit être réformé.",0,2019-09-12 07:32:55+00:00,CarloSommaruga,"((0, 270, 'FRENCH', 'fr'),)","We can talk about Turkish Kurdistan, like Iraqi Kurdistan. In my speech I spoke about Turkish Kurdistan. But the state concerned by the democratic demands and the rule of law is Turkey and it is this country that must be reformed."
422,"Je participais hier à la conférence sur l'égalité des chances, égalité des droits : une Turquie démocratique pour toutes et tous. 
Nous avons parlé du rôle de la Suisse pour la paix, la démocratie, l’Etat de droit et le respect des droits humains.",5,2019-09-12 07:02:01+00:00,CarloSommaruga,"((0, 259, 'FRENCH', 'fr'),)","Yesterday I participated in the conference on equal opportunities, equal rights: a democratic Turkey for all. We talked about Switzerland's role in peace, democracy, the rule of law and respect for human rights."
423,"Lisa Mazzone et moi-même nous engageons pour continuer à faire entendre la voix des Genevois-es au Conseil des Etats.
Découvrez nos engagements sur notre site, rejoignez-notre campagne 
 2/2",1,2019-09-10 07:47:17+00:00,CarloSommaruga,"((0, 193, 'FRENCH', 'fr'),)","Lisa Mazzone and I are committed to continuing to make the voice of the Genevans heard at the Council of States. Discover our commitments on our site, join our 2/2 campaign"
424,"Ouverture, innovation, sensibilités environnementale et sociale, autant d’atouts que Genève apporte à la Suisse et qui sont portés depuis douze ans par un tandem rose-vert . 1/2",4,2019-09-10 07:46:56+00:00,CarloSommaruga,"((0, 183, 'FRENCH', 'fr'),)","Opening up, innovation, environmental and social sensitivities, as much as Geneva brings to Switzerland and which have been worn for 12 years by a pink-green tandem. 1/2"
425,"Pour des retraites dignes, nous nous engageons :
 contre la hausse de l’âge de la retraite des femmes 
 pour l’augmentation des rentes AVS ainsi que la pérennité de leur financement 
 pour une prise en charge suffisante et de qualité des personnes âgées",1,2019-09-07 06:04:04+00:00,CarloSommaruga,"((0, 263, 'FRENCH', 'fr'),)","For worthy pensions, we commit ourselves: against the rise in the retirement age of women for the increase of AVS pensions and the sustainability of their funding for the adequate and quality care of the elderly"
426,"Nous nous engageons à porter à Berne l’esprit humanitaire et de solidarité qui fait Genève. Nous soutenons :
 l’opération Papyrus 
 la Genève internationale 
 la responsabilité des multinationales dans les accords commerciaux 
Rejoignez-nous",0,2019-09-06 16:59:12+00:00,CarloSommaruga,"((0, 252, 'FRENCH', 'fr'),)",We are committed to bringing to Bern the humanitarian spirit and solidarity that makes Geneva. We support: Operation Papyrus International Geneva the responsibility of multinationals in trade agreements Join us
427,"Pour le logement, nous nous engageons :
 pour un réel contrôle des loyers  
 contre toute atteinte à la protection des locataires 
 en faveur d’une protection des personnes âgées contre les résiliations",7,2019-09-05 06:30:00+00:00,CarloSommaruga,"((0, 210, 'FRENCH', 'fr'),)","For housing, we commit ourselves: for a real control of rents against any infringement of the protection of tenants in favour of protection of the elderly against terminations"
428,"Le coût des primes d’assurance-maladie grève lourdement le budget des ménages. Nous nous engageons:
 à défendre les patient.e.s face au lobby des assurances-maladie 
 pour une réduction des primes et du coût des médicaments 
Rejoignez-nous",1,2019-09-04 08:09:52+00:00,CarloSommaruga,"((0, 249, 'FRENCH', 'fr'),)",The cost of health insurance premiums is a heavy burden on the household budget. We commit ourselves: to defend patients against the health insurance lobby for a reduction in premiums and the cost of medicines Join us
429,"Selon le Baromètre de l’emploi, il y a 9'900 places de travail vacantes de plus qu’auparavant. Mais alors pourquoi les 50 et+ sont exclus du marché du travail ?
 J’ai proposé la création d’un fond de financement de formations pour les 50 et plus.
Lien :",9,2019-09-01 08:20:00+00:00,CarloSommaruga,"((0, 265, 'FRENCH', 'fr'),)","According to the Employment Barometer, there are 9,900 more vacant work places than before, but why are the 50+ excluded from the labour market? I have proposed the creation of a training fund for the 50+ or more. Link:"
430,"La digitalisation de la société et du monde du travail est en marche. Si elle ouvre des opportunités, elle génère aussi précarisation et exclusion. Découvrez nos engagements.
Rejoignez-notre campagne 

EF2019",1,2019-08-31 08:35:22+00:00,CarloSommaruga,"((0, 215, 'FRENCH', 'fr'),)","The digitalisation of society and the world of work is in progress. If it opens up opportunities, it also generates precarisation and exclusion. Discover our commitments. Join our EF2019 campaign"
431,"Pour relever le défi climatique, un tournant est nécessaire. Genève, précurseur, l’a déjà amorcé. Nous nous engageons pour :
  le développement des énergies renouvelables 
  l’isolation des bâtiments 
 la finance verte  
Rejoignez-nous",0,2019-08-29 08:30:00+00:00,CarloSommaruga,"((0, 249, 'FRENCH', 'fr'),)","To meet the climate challenge, a turning point is needed. Geneva, the forerunner, has already begun. We are committed to: the development of renewable energies isolating buildings green finance Join us"
432,"Hier, dernier déjeuner de travail de la législature entre le Conseil d’Etat genevois et les élu-e-s aux Chambres fédérales. Remerciements aux Conseillers nationaux et aux deux Conseillers aux États  et Robert Cramer qui mettent un terme à leur carrière politique.",2,2019-08-29 06:40:05+00:00,CarloSommaruga,"((0, 273, 'FRENCH', 'fr'),)","Yesterday, the last working lunch of the legislature between the Geneva Council of State and the elected members of the Federal Chambers. Thanks to the National Councillors and the two State Councillors and Robert Cramer who put an end to their political career."
433,"De Delhi à Genève, une marche pour la paix 
Retrouvez ma chronique dans  !",4,2019-08-27 06:00:00+00:00,CarloSommaruga,"((0, 76, 'FRENCH', 'fr'),)","From Delhi to Geneva, a walk for peace Find my column in!"
434,Justice de Bisounours : Drogue et faux billets au Palais fédéral: le conseiller national Luzi Stamm ne sera pas poursuivi,0,2019-08-27 05:14:04+00:00,CarloSommaruga,"((0, 123, 'FRENCH', 'fr'),)",Justice of Bisounours: Drugs and counterfeit notes at the Federal Palace: National Councillor Luzi Stamm will not be prosecuted
435,"Nous nous engageons pour une vraie égalité, dans les sphères professionnelles et familiales :
 égalité salariale 
 congé parental 
 soutien aux crèches 
 meilleures retraites pour les femmes 
Rejoignez-notre campagne",1,2019-08-26 17:24:27+00:00,CarloSommaruga,"((0, 223, 'FRENCH', 'fr'),)",We are committed to true equality in the professional and family spheres: equal pay parental leave support for better childcare for women Join our campaign
436,"Depuis deux ans, les banques et les milieux immobiliers nous bassinent avec des communiqués de presse sur une prétendue baisse des loyers. Nous savons tous que ce n'est pas vrai ! Les loyers continuent de grimper.",2,2019-07-06 08:57:14+00:00,CarloSommaruga,"((0, 215, 'FRENCH', 'fr'),)","For the past two years, banks and the real estate community have been pooling us with press releases about an alleged drop in rents. We all know that this is not true! Rents continue to rise."
437,"Pour relever le défi climatique, un tournant est nécessaire. Nous nous engageons pour :
  le développement des énergies renouvelables 
  l’isolation des bâtiments 
 la finance verte  
Rejoignez-notre campagne",3,2019-07-02 10:16:07+00:00,CarloSommaruga,"((0, 215, 'FRENCH', 'fr'),)","To meet the climate challenge, a turning point is needed. We commit ourselves to: the development of renewable energies Isolation of buildings Green finance Join our campaign"
438,"Nous nous engageons pour une vraie égalité, dans les sphères professionnelles et familiales :
  égalité salariale 
  congé parental 
  soutien aux crèches 
  meilleures retraites pour les femmes 
Rejoignez-notre campagne",2,2019-06-25 12:00:00+00:00,CarloSommaruga,"((0, 227, 'FRENCH', 'fr'),)",We are committed to true equality in the professional and family spheres: equal pay parental leave support for better childcare for women Join our campaign
439,"Nous serons ce soir au Café Papon de 17h à 19h00 avec Lisa Mazzone pour la fête de la musique ! 
 Et si vous ne passez pas par là, nous serons à la Plage des eaux-vives demain de 14h à 16h00.
Profitez-en pour nous rencontrer et poser vos questions !",2,2019-06-21 12:24:56+00:00,CarloSommaruga,"((0, 255, 'FRENCH', 'fr'),)","We'll be at Café Papon tonight from 5pm to 7pm with Lisa Mazzone for the music festival! And if you don't go there, we'll be at the Beach of Living Waters tomorrow from 2pm to 4pm. Take the opportunity to meet us and ask your questions!"
440,"Pas du tout de e-voting pour les élections fédérale de 2019! Le dogmatisme de la Chancellerie fédérale, la promotion ad absurdum du système de la Poste, propriété d’une société étrangère, l’absence de courage du Conseil d’Etat genevois auront achevé l’e-voting! Quel gâchis !",13,2019-06-19 12:31:28+00:00,CarloSommaruga,"((0, 297, 'FRENCH', 'fr'),)","No e-voting at all for the 2019 federal elections! The dogmatism of the Federal Chancellery, the ad absurdum promotion of the postal system, owned by a foreign company, the lack of courage of the Geneva Council of State will have completed the voting! What a waste!"
441,"Si toi aussi tu veux agir pour davantage de logements abordables dans toute la Suisse, inscris-toi",3,2019-06-15 14:06:04+00:00,CarloSommaruga,"((0, 98, 'FRENCH', 'fr'),)","If you too want to act for more affordable housing throughout Switzerland, register"
442,"Nous nous engageons avec Lisa Mazzone pour une vraie égalité, dans toutes les sphères :
 Egalité salariale
 Congé parental
 Soutien aux crèches
 Meilleures retraites pour les femmes
Avec la même conviction contre tout type de discriminations",9,2019-05-14 07:48:33+00:00,CarloSommaruga,"((0, 248, 'FRENCH', 'fr'),)","We commit ourselves with Lisa Mazzone for true equality, in all spheres: Equal pay Parental leave Support for nurseries Best pensions for women With the same conviction against all types of discrimination"
443,Action téléphonique  ce weekend avec le   EF2019 jevoteps psgenevois EF19,7,2019-05-12 19:12:09+00:00,CarloSommaruga,"((0, 75, 'FRENCH', 'fr'),)",Phone action this weekend with EF2019 jevoteps psgenevois EF19
444,Fraude électorale à Geneve; Procureur général de la Confédération sous enquête disciplinaire pour violation des règles de procédure et violation du secret de fonction. HelvetiaQuoVadis,2,2019-05-10 09:33:37+00:00,CarloSommaruga,"((0, 193, 'FRENCH', 'fr'),)",Electoral fraud in Geneva; Attorney General of the Confederation under disciplinary investigation for violation of procedural rules and breach of official secrecy. HelvetiaQuoVadis
445,"« La  est un partenaire au développement fiable et flexible.»
 C'est ainsi que débute le tout récent rapport du Comité d'aide au développement de l'OCDE qui a passé au crible notre coopération au développement.
Découvrez ma chronique à ce sujet dans",4,2019-05-08 14:13:04+00:00,CarloSommaruga,"((0, 261, 'FRENCH', 'fr'),)","""It is a reliable and flexible development partner."" This is how the latest report of the OECD Development Assistance Committee, which has scrutinised our development cooperation, begins."
446,"Visite à l’Istituto Svizzero de Rome à l’occasion de la venue de  Présidente du Conseil national, et découverte de l’exposition de Silvie Fleury.",5,2019-05-06 16:23:56+00:00,CarloSommaruga,"((0, 155, 'FRENCH', 'fr'),)","Visit to the Istituto Svizzero of Rome on the occasion of the arrival of President of the National Council, and discovery of the exhibition of Silvie Fleury."
447,"Il est important que l’ensemble des citoyen-ne-s se se sentent concernés dès lors qu’il y a un risque à terme que la télévision quitte définitivement Genève, après le centre de news de  et  
On compte sur vous",3,2019-05-03 10:19:36+00:00,CarloSommaruga,"((0, 221, 'FRENCH', 'fr'),)","It is important that all citizens feel concerned when there is a long-term risk that television will permanently leave Geneva, after the news center of and We count on you"
448,"Suite au risque de déménagement des actualités du 19:30 à Lausanne, je lance un appel citoyen au conseil d’administration de la SSR avec diverses personnalités genevoises.",4,2019-05-03 10:19:36+00:00,CarloSommaruga,"((0, 178, 'FRENCH', 'fr'),)","Following the risk of moving news from 19:30 to Lausanne, I am launching a citizen appeal to the SSR Board of Directors with various Geneva personalities."
449,"Ignazio Cassis veut rendre la coopération au développement plus efficace, est-ce réellement le cas ?  J'en débattais ce soir à Forum, à réécouter ici",4,2019-05-02 17:24:31+00:00,CarloSommaruga,"((0, 157, 'FRENCH', 'fr'),)","Ignazio Cassis wants to make development cooperation more effective, is that really the case? I was discussing it tonight at Forum, to listen again here"
450,"Belle journée du 1er mai avec un cortège important, un discours et de nombreuses rencontres....le tout aux couleurs du  !",0,2019-05-02 07:04:26+00:00,CarloSommaruga,"((0, 123, 'FRENCH', 'fr'),)","Beautiful day of May 1st with an important procession, a speech and many meetings... all in the colors of the !"
451,"Indécis sur la réforme fiscale et la réforme de l'AVS ?
J'en débats ce soir à  à 18 h 30 (salle MR070) sous la modération d'",7,2019-04-30 07:35:39+00:00,CarloSommaruga,"((0, 131, 'FRENCH', 'fr'),)",Indecisive about tax reform and the reform of the AVS ? I am debating this evening at 6.30 p.m. (room MR070) under moderation
452,"Pour des logements abordables, une  ouverte ou des retraites dignes, quels sont nos engagements pour Genève ? 
Découvrez-les ici",2,2019-04-28 11:18:47+00:00,CarloSommaruga,"((0, 130, 'FRENCH', 'fr'),)","For affordable housing, an open house or dignified pensions, what are our commitments for Geneva? Discover them here"
453,"Pour l’égalité, le climat ou une santé accessible, quels sont nos engagements pour Genève ? 
Découvrez-les ici",2,2019-04-25 10:52:00+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)","For equality, climate or accessible health, what are our commitments for Geneva? Discover them here"
454,"Loi sur les armes: la tradition sauvegardée ! 
Découvrez ma chronique dans le  du jour",6,2019-04-24 07:33:30+00:00,CarloSommaruga,"((0, 88, 'FRENCH', 'fr'),)",Weapons law: the tradition saved! Discover my chronicle in the day
455,"Les  et  partent à l'assaut des Etats ! 
 Lisa Mazzone et moi-même nous engageons pour continuer à faire entendre la voix des Genevois-es au Conseil des Etats.",6,2019-04-17 06:50:17+00:00,CarloSommaruga,"((0, 162, 'FRENCH', 'fr'),)",They and go to the assault of the states! Lisa Mazzone and I commit ourselves to continue to make the voice of the Genevans heard at the Council of States.
456,"Nous avons lancé notre campagne aux Etats avec Lisa Mazzone ! 
 Un axe: l’ouverture, l’innovation, les sensibilités environnementale et sociale.
 Nous nous engageons pour continuer à faire entendre la voix des Genevois-es au Conseil des Etats.
Découvrez notre affiche",25,2019-04-16 17:05:38+00:00,CarloSommaruga,"((0, 275, 'FRENCH', 'fr'),)","We launched our campaign in the states with Lisa Mazzone! An axis: openness, innovation, environmental and social sensitivities. We are committed to continue to make the voice of the Genevans heard at the Council of States. Discover our poster"
457,Mais cela ne devrait pas être l‘ambassadeure selon les dernières règle de l‘académie francaise ? L‘ambassadrice étant plutôt l‘épouse  de l‘ambassadeur ?,1,2019-04-12 11:07:29+00:00,CarloSommaruga,"((0, 170, 'FRENCH', 'fr'),)",But shouldn't this be the ambassador according to the latest rules of the French academy? Is the ambassador rather the wife of the ambassador?
458,C‘est le moment de toutes et tous se mobiliser contre l‘homophobie. Faisons de l‘honteux référendum une victoire populaire contre toute discrimination à l‘égard des LGBTIQ,10,2019-04-11 10:03:23+00:00,CarloSommaruga,"((0, 183, 'FRENCH', 'fr'),)",This is the time for everyone to mobilize against homophobia. Let us make the shameful referendum a popular victory against any discrimination against LGBTIQs.
459,"Fake News ! Der vom  veröffentlichte Schweizer Mietspiegel zeigt, dass die Mieten steigen ! Seit 2005, plus 17,6%! Gibt es beim  kritische Journalisten, die mehr tun als nur Immobiliennachrichten mit Copy-Paste zu verbreiten ?",4,2019-04-10 07:01:15+00:00,CarloSommaruga,"((0, 227, 'GERMAN', 'de'),)","Fake News ! The published Swiss rental mirror shows that rents are rising ! Since 2005, plus 17,6%! Are there critical journalists who do more than just distribute real estate news with copy paste ?"
460,"Il est illusoire de penser que la  puisse, par la discussion, amener les détenteurs d’armes  à y renoncer. D’autant plus que depuis l’élection de Donald Trump, on assiste à un retour de l’arsenal nucléaire dans la stratégie militaire.",5,2019-04-05 12:00:01+00:00,CarloSommaruga,"((0, 248, 'FRENCH', 'fr'),)","It is illusory to think that it can, through discussion, lead the possessors of weapons to renounce it. Especially since the election of Donald Trump, there has been a return of the nuclear arsenal in the military strategy."
461,"En Suisse, il n’y a pas le système de responsabilité politique avec démission à la clé. La seule chose à faire c’est de changer la majorité au parlement et donc la majorité au Conseil fédéral. A vous de voter et de mobiliser des abstentionnistes pour que ce changement au lieu.",0,2019-04-03 18:20:04+00:00,CarloSommaruga,"((0, 291, 'FRENCH', 'fr'),)","In Switzerland, there is no system of political responsibility with resignation at the key. The only thing to do is to change the majority in parliament and thus the majority in the Federal Council. It is up to you to vote and mobilize abstainers so that this change instead."
462,Par mon action et celle du  le parlement suisse a clairement pris position pour le TIAN. C’est une victoire ! Une volonté de bannissement des armes nucléaires qui a été combattue par la  majorité du PLR et par l’UDC.,1,2019-04-03 17:04:13+00:00,CarloSommaruga,"((0, 225, 'FRENCH', 'fr'),)",By my action and that of the Swiss parliament has clearly taken a stand for the TIAN. It is a victory! A will to ban nuclear weapons that has been fought by the majority of the PLR and by the UDC.
463,Ils sont minoritaires....face au bloc des 4 PLR-UDC...je vous rappelle !,0,2019-04-03 16:51:38+00:00,CarloSommaruga,"((0, 72, 'FRENCH', 'fr'),)",They're a minority... facing the 4 PLR-UDC block... I'll call you back!
464,Le sophisme est le suivant: par exemple un logement de 4 pièces de 1200.- frs est reloué à 1900.- frs en 2019 alors qu’il était proposé à 2000.- frs en 2018. C’est en réalité une majoration de près de 60% alors qu’elle est présentée par les milieux immobilier comme une baisse !,4,2019-04-03 06:19:19+00:00,CarloSommaruga,"((0, 295, 'FRENCH', 'fr'),)","The sophism is as follows: for example, a 4-room dwelling of 1200.- frs is re-rented to 1900.- frs in 2019 while it was proposed at 2000.- frs in 2018. It is actually an increase of almost 60% while it is presented by the real estate community as a decrease!"
465,"Riche rencontre ce week-end avec le sénateur colombien  en présence de la communauté colombienne de Genève.
Construire une espérance pour les Colombiennes et les Colombiens au pays et à l’extérieur !",1,2019-04-02 06:28:27+00:00,CarloSommaruga,"((0, 208, 'FRENCH', 'fr'),)",Riche meets this weekend with the Colombian senator in the presence of the Colombian community in Geneva. Build a hope for Colombians in the country and outside!
466,Que l’engagement et le magnifique résultat des socialistes avec élection de  et progression aux législatifs du  et du  puissent motiver l’ensemble des camarades de Suisse à se mobiliser pour les élections fédérales: ensemble pour le  VirageàGauche!,3,2019-03-31 20:30:09+00:00,CarloSommaruga,"((0, 260, 'FRENCH', 'fr'),)",May the commitment and the magnificent result of the socialists with election of and progress to the legislative of the and of the can motivate all the comrades of Switzerland to mobilize for the federal elections: together for the Virage à Gauche!
467,"Suisse: la gauche reprend de belles couleurs roses-vertes avec   et  combatifs. Net recul des forces nationalistes de l’ et des libéraux  aux élections cantonales ZH, BL et LU ces dernières semaines! Les campagnes de bases en sont la clé!",4,2019-03-31 18:35:07+00:00,CarloSommaruga,"((0, 244, 'FRENCH', 'fr'),)","Switzerland: The left picks up beautiful pink-green colors with and combative. Net backwards of the nationalist forces of the ls and the liberals in the cantonal elections ZH, BL and LU in recent weeks! Base campaigns are the key!"
468,Oui en cette année électorale nous avons besoin d’un nouveau hashtag: virageagauche,10,2019-03-31 17:07:25+00:00,CarloSommaruga,"((0, 87, 'FRENCH', 'fr'),)",Yes in this election year we need a new hashtag: bendagauche
469,"Suisse: la gauche reprend de belles couleurs roses-vertes avec   et  combatifs. Net recul des forces nationalistes de l’ et des libéraux  aux élections cantonales ZH, BL et LU ces dernières semaines! Les campagnes de bases en sont la clé!",16,2019-03-31 17:03:12+00:00,CarloSommaruga,"((0, 244, 'FRENCH', 'fr'),)","Switzerland: The left picks up beautiful pink-green colors with and combative. Net backwards of the nationalist forces of the ls and the liberals in the cantonal elections ZH, BL and LU in recent weeks! Base campaigns are the key!"
470,C’était temps ! Le Ministère public de la Confédération dépose un premier acte d’accusation pour un crime relevant du droit pénal international. Il faut toutefois une stratégie complète en la matière qui aujourd’hui fait concrètement défaut !,6,2019-03-26 13:04:22+00:00,CarloSommaruga,"((0, 259, 'FRENCH', 'fr'),)","It was time! The Public Prosecutor's Office of the Confederation filed a first indictment for a crime under international criminal law. However, a comprehensive strategy is needed in this area, which is currently lacking!"
