Unnamed: 0,tweets,likes,time,politician_id,language,translated_tweets
435,"J'ai eu l'occasion de m'associer à ces réflexions et d'apporter le message de solidarité de tout·e·s celles·eux  qui en  s'engagent pour la libération de Julian Assange, le respect des droits fondamentaux et se mobilisent pour l'octroi par la Suisse d'un permis humanitaire.",19,2021-04-17 14:07:59+00:00,CarloSommaruga,"((0, 281, 'FRENCH', 'fr'),)","[{'translation_text': 'I have had the opportunity to associate myself with these reflections and to bring the message of solidarity of all those who commit themselves to the liberation of Julian Assange, respect for fundamental rights and mobilize for the granting by Switzerland of a humanitarian permit.'}]"
436,"La procédure contre son extradition aux USA, n'est pas seulement le combat d'un homme pour sa dignité et sa liberté, mais celui de tout·e·s pour la liberté de la presse et contre le secret et l'impunité de crimes de guerre, de torture et d'atrocités qu'impose la raison d'Etat.",16,2021-04-17 14:07:58+00:00,CarloSommaruga,"((0, 285, 'FRENCH', 'fr'),)","[{'translation_text': ""The procedure against his extradition to the United States is not only a man's fight for his dignity and freedom, but that of everything for freedom of the press and against the secrecy and impunity of war crimes, torture and atrocities imposed by reason of State.""}]"
437,J'ai eu l'honneur de participer ce jour au Symposium parlementaire international sur l'extradition de JulianAssange qui a réuni des parlementaires de plus d'une vingtaine de pays.,59,2021-04-17 14:07:57+00:00,CarloSommaruga,"((0, 86, 'Unknown', 'un'), (86, 94, 'FRENCH', 'fr'))",NA
438,"Les nouvelles ne sont pas bonnes. Voici une photo de Wai Moe Naing qui a fuité au Myanmar. 
 Que  demande sa libération immédiate ! Respectez les droits humains ! WhatsHappeninglnMyanmar",2,2021-04-17 10:18:06+00:00,CarloSommaruga,"((0, 189, 'FRENCH', 'fr'),)",[{'translation_text': 'The news is not good. Here is a photo of Wai Moe Naing who fled to Myanmar. What does his immediate release demand! Respect human rights! WhatsHappeninglnMyanmar'}]
439,"La libération immédiate de Wai Moe Naing est exigée des autorités ! 
 Ecrivez à l’Ambassade du Myanmar en Suisse et au DFAE ! ( mission / kommunikation",9,2021-04-16 10:50:14+00:00,CarloSommaruga,"((0, 158, 'FRENCH', 'fr'),)",[{'translation_text': 'The immediate release of Wai Moe Naing is required from the authorities! Write to the Embassy of Myanmar in Switzerland and to the DFAE! (mission / kommunikation)'}]
440,"Tous nos amis sont depuis lors sans nouvelles de nous et sont très inquiets pour notre vie.
 Il faut que cela se sache. Il faut que cela cesse.
 Merci de diffuser ce message dans vos réseaux. 2/2",31,2021-04-16 07:25:54+00:00,CarloSommaruga,"((0, 197, 'FRENCH', 'fr'),)","[{'translation_text': 'Since then, all our friends have had no news of us and are very worried about our lives. This must be known. It must stop. Thank you for spreading this message in your networks. 2/2'}]"
441,"Hier au Myanmar j’ai été agressé et blessé à la tête par la junte, emmené au poste, alors que je manifestais « virtuellement » et pacifiquement aux côtés de Wai Moe Naing pour défendre la démocratie.  1/2",900,2021-04-16 07:25:53+00:00,CarloSommaruga,"((0, 131, 'Unknown', 'un'), (131, 91, 'FRENCH', 'fr'))",NA
442,"Se mobiliser pour les Ouïgours, une priorité!  Le Conseil fédéral doit rester ferme et rejoindre l’Europe dans la condamnation des agissements contre le peuple ouïgour ! 
 Fier d’être signataire de cet appel !",11,2021-04-15 11:30:00+00:00,CarloSommaruga,"((0, 219, 'FRENCH', 'fr'),)","[{'translation_text': 'Mobilizing for the Uighurs, a priority! The Federal Council must remain firm and join Europe in condemning actions against the Uighur people! Proud to be a signatory to this call!'}]"
444,"Scepticisme face aux idées d'un accord-cadre à l'essai ou en deux parties ?
""L'Union européenne doit avoir comme alternative quelque chose où elle retrouve un avantage"".",4,2021-04-12 10:34:25+00:00,CarloSommaruga,"((0, 173, 'FRENCH', 'fr'),)","[{'translation_text': 'Scepticism in the face of the ideas of a framework agreement on trial or in two parts? ""The European Union must have as an alternative something where it regains an advantage"".'}]"
445,«C’est important de témoigner une solidarité individuelle à des manifestants qui bénéficient par cette action d’une certaine protection »,6,2021-04-09 11:53:24+00:00,CarloSommaruga,"((0, 149, 'FRENCH', 'fr'),)","[{'translation_text': '""It is important to show individual solidarity to demonstrators who benefit from this action with some protection""'}]"
450,"Mais non ! Vous connaissez combien de locataires en expulsion, en raison de leur perte de revenu dû au covid, qui ont les moyens de se payer un avocat et d’assumer des pénalités pour plaideur téméraire ? Arrêtons avec les phantasmes idéologiques !",0,2021-04-01 17:01:04+00:00,CarloSommaruga,"((0, 256, 'FRENCH', 'fr'),)","[{'translation_text': ""You know how many tenants in expulsion, because of their loss of income due to the covid, who have the means to afford a lawyer and to assume penalties for reckless litigants? Let's stop with ideological phantasms!""}]"
451,La Confédération rejette le moratoire pour étendre les délais d'expulsion de 30 à 90 jours,0,2021-04-01 12:39:06+00:00,CarloSommaruga,"((0, 95, 'FRENCH', 'fr'),)",[{'translation_text': 'Confederation rejects moratorium to extend deportation from 30 to 90 days'}]
459,"À Geneve, les résultats électoraux montrent une fois encore qu’il existe deux blocs de droite irréconciliables: un bloc nationaliste, protectionniste et xénophobe et un bloc bourgeois libéral et humaniste.",3,2021-03-28 19:41:42+00:00,CarloSommaruga,"((0, 213, 'FRENCH', 'fr'),)","[{'translation_text': 'In Geneva, electoral results show once again that there are two irreconcilable right-wing blocs: a nationalist, protectionist and xenophobic bloc and a liberal and humanist bourgeois bloc.'}]"
460,Bravo camarade ! Très belle victoire socialiste et personnelle !,3,2021-03-28 13:55:15+00:00,CarloSommaruga,"((0, 65, 'Unknown', 'un'),)",NA
461,Bravo camarade ! A Berne comme en Valais tu sais fédérer dans le combat pour la justice sociale et l’égalité ! Belle victoire des Socialistes grace à ta cohérence et à ta constance ! Bonne route !   VSvote,26,2021-03-28 13:36:04+00:00,CarloSommaruga,"((0, 214, 'FRENCH', 'fr'),)",[{'translation_text': 'Bravo comrade! In Bern as in Valais you can unite in the fight for social justice and equality! Beautiful victory of the Socialists thanks to your consistency and consistency! Good way! VSvote'}]
462,Belle victoire de l’alliance verts-socialistes à Geneve. Bravo à FabienneFischer! Une page de tourne. Le calme institutionnel est de retour!   GeVote,21,2021-03-28 11:19:46+00:00,CarloSommaruga,"((0, 153, 'Unknown', 'un'),)",NA
463,Bravo Fabienne Fischer ! La gauche majoritaire au Conseil d’Etat. Pour une vision du bien commun !  CHvote,29,2021-03-28 11:13:05+00:00,CarloSommaruga,"((0, 108, 'FRENCH', 'fr'),)",[{'translation_text': 'Bravo Fabienne Fischer! The majority left in the Council of State. For a vision of the common good! CHvote'}]
469,Et Fabienne Fischer amis de Genève,1,2021-03-23 17:51:26+00:00,CarloSommaruga,"((0, 35, 'Unknown', 'un'),)",NA
470,"Les  de l’étranger sont aujourd’hui 800'000, dont 170'000 s’intéressent à la politique de leur pays d’origine et sont inscrits sur les registres électoraux. Mais le processus de désignation se limite aux 3% organisés en clubs suisses.",3,2021-03-21 09:05:27+00:00,CarloSommaruga,"((0, 248, 'FRENCH', 'fr'),)","[{'translation_text': 'The foreigners are now 800,000, of which 170,000 are interested in the politics of their home country and are registered in the electoral registers, but the nomination process is limited to 3% organised in Swiss clubs.'}]"
474,"La globalisation rend les relations avec la Chine incontournables. Pour défendre les valeurs de démocratie, droits humains et droit des minorités, le dialogue ne suffit pas. Des instruments nouveaux sont indispensables, mais il n'y a rien dans la stratégie du Conseil fédéral",9,2021-03-19 16:42:17+00:00,CarloSommaruga,"((0, 281, 'FRENCH', 'fr'),)","[{'translation_text': 'Globalisation makes relations with China indispensable. To defend the values of democracy, human rights and minority rights, dialogue is not enough. New instruments are indispensable, but there is nothing in the strategy of the Federal Council.'}]"
475,"Les témoins de cette époque sombre sont de moins en moins nombreux, les générations futures doivent savoir ce qui s’est passé, afin de pouvoir prendre conscience de la fragilité de la démocratie et de l’État de droit, et ce à quoi le racisme et la discrimination peuvent conduire.",2,2021-03-19 08:26:44+00:00,CarloSommaruga,"((0, 293, 'FRENCH', 'fr'),)","[{'translation_text': 'There are fewer and fewer witnesses of this dark era, and future generations need to know what has happened, in order to become aware of the fragility of democracy and the rule of law, and what racism and discrimination can lead to.'}]"
476,"De la parole aux actes 
 J’ai co-signé la motion demandant qu’un site commémoratif officiel suisse pour les victimes du national-socialisme soit créé.",7,2021-03-19 08:26:44+00:00,CarloSommaruga,"((0, 158, 'FRENCH', 'fr'),)",[{'translation_text': 'From the floor to the floor I co-signed the motion calling for the creation of an official Swiss memorial site for the victims of national socialism.'}]
479,Pour retrouver mon intervention complète :,1,2021-03-18 14:36:10+00:00,CarloSommaruga,"((0, 43, 'FRENCH', 'fr'),)",[{'translation_text': 'To find my full intervention:'}]
480,"Le meurtre dit passionnel sauve sa peau… pour l’instant !
 «La décision du Conseil des États est technocratique, conservatrice et aussi révélatrice d’une idéologie. Je pense pour ma part que c’est au législateur de s’adapter au langage commun.»
Article à lire dans la",1,2021-03-18 14:35:47+00:00,CarloSommaruga,"((0, 286, 'FRENCH', 'fr'),)","[{'translation_text': 'The murder says passionate saves his skin... for now! ""The decision of the Council of States is technocratic, conservative and also revealing an ideology. I think it is for the legislator to adapt to the common language.""'}]"
481,"Alors que croit la mobilisation pour de fortes politiques contre le féminicide, le Conseil des États refuse d’éliminer une incongruité sémantique quant au meurtre passionnel! L’avis des linguistes  et Andrea Rocci n’a pas suffit!",3,2021-03-17 10:27:05+00:00,CarloSommaruga,"((0, 240, 'FRENCH', 'fr'),)","[{'translation_text': 'While the mobilization for strong policies against femicide believes, the Council of States refuses to eliminate a semantic incongruity with regard to passionate murder! The opinions of linguists and Andrea Rocci did not suffice!'}]"
482,Le PS veut bouter Pierre Maudet hors du gouvernement,3,2021-03-17 08:51:25+00:00,CarloSommaruga,"((0, 52, 'FRENCH', 'fr'),)",[{'translation_text': 'PS wants Pierre Maudet out of government'}]
485,"Réforme de l’AVS: les Etats se sont prononcés en faveur de la retraite des femmes à 65 ans 
Retrouvez mon intervention au Parlement ci-dessous",3,2021-03-15 20:50:26+00:00,CarloSommaruga,"((0, 147, 'FRENCH', 'fr'),)",[{'translation_text': 'AVS reform: the states have voted in favour of the retirement of women at age 65 Find my speech in Parliament below'}]
486,"Les femmes devront travailler jusqu’à 65 ans, décide le Conseil des Etats. Décision socialement injustifiable vu la discrimination des femmes sur le marché du travail et en matière de retraites.  justice sociale égalité",50,2021-03-15 18:53:17+00:00,CarloSommaruga,"((0, 228, 'FRENCH', 'fr'),)","[{'translation_text': 'Women will have to work until the age of 65, decides the Council of States. Socially unjustifiable decision given the discrimination of women in the labour market and in the field of pensions. Social justice equality'}]"
487,"1⃣ ce qui est déjà réalisé en matière de biens culturels coloniaux par l’Office fédéral de la culture;
2⃣ ce qui pourrait être renforcé en  et comment la collaboration internationale pourrait être intensifiée. 
 Je vous tiendrai au courant une fois qu’il sera connu.",0,2021-03-11 11:48:09+00:00,CarloSommaruga,"((0, 5, 'X_Inherited', 'xx-Qaai'), (5, 280, 'FRENCH', 'fr'))",NA
488,"Biens culturels coloniaux: un rapport d’ici à fin 2021 ? 
Suite à ma motion qui demandait la restitution des biens culturels pillés à l'époque coloniale, Alain Berset a proposé qu’un rapport fasse le point sur :",3,2021-03-11 11:48:09+00:00,CarloSommaruga,"((0, 221, 'FRENCH', 'fr'),)","[{'translation_text': 'Colonial cultural property: a report by the end of 2021 ? Following my motion calling for the restitution of cultural property looted in colonial times, Alain Berset proposed that a report should take stock of:'}]"
489,"Le 28 mars, faire le choix de la cohérence!
Aujourd’hui, si l’on veut sortir Genève du blocage, ramener le respect des institutions, renforcer la solidarité et soutenir la lutte pour le climat, il n’y a qu’un choix: élire  au Conseil d’Etat.
Je compte sur vous?",12,2021-03-11 10:02:41+00:00,CarloSommaruga,"((0, 275, 'FRENCH', 'fr'),)","[{'translation_text': 'On March 28, make the choice of coherence! Today, if we want to get Geneva out of the blockage, bring back respect for the institutions, strengthen solidarity and support the fight for the climate, there is only one choice: to elect to the Council of State. Do I count on you?'}]"
491,"Le seul vote pour faire gagner l'égalité  et la lutte contre les discriminations ‍ est celui pour Fabienne Fischer, la candidate des  et du 
 Le 28 mars, on vote    ! Geneve",6,2021-03-10 08:43:01+00:00,CarloSommaruga,"((0, 177, 'FRENCH', 'fr'),)","[{'translation_text': 'The only vote to win equality and the fight against discrimination is that for Fabienne Fischer, the candidate of March 28th, we vote! Geneve'}]"
495,"Members of Parliament from Switzerland and Ireland take over godparenthood for Aliaksandr Rayentau, Siarhei Drazdouski and Hleb Hatouka | Libereco  humanrights",1,2021-03-09 10:38:04+00:00,CarloSommaruga,"((0, 75, 'ENGLISH', 'en'), (75, 84, 'Unknown', 'un'))",NA
496,"En ce 8 mars, les fresques de la salle du Conseil des États se féminisent. Bel hommage aux femmes qui elles aussi ont construit la Suisse! 8mars",15,2021-03-08 12:15:19+00:00,CarloSommaruga,"((0, 146, 'FRENCH', 'fr'),)","[{'translation_text': 'On this 8th March, the frescoes of the Council of States Chamber are feminizing. Beautiful tribute to the women who also built Switzerland! 8 March'}]"
497,"À Genève les loyers ont été multipliés par 17 en 80ans ! 
 « Cet état de fait ne va pas changer de sitôt. Le droit du bail (…) n’est pas sensible aux distorsions du marché qui frappent les villes, en particulier Genève. On peut même craindre que la situation va empirer. »",0,2021-03-05 16:30:00+00:00,CarloSommaruga,"((0, 288, 'FRENCH', 'fr'),)","[{'translation_text': 'In Geneva the rents have been multiplied by 17 in 80 years! ""This is not going to change anytime soon. The law of the lease (...) is not sensitive to the distortions of the market that affect the cities, in particular Geneva. One can even fear that the situation will worsen.""'}]"
499,"[Initiative 99%]
«En ma qualité de président de l' qui défend les locataires, et après le plaidoyer qui a été fait en faveur des propriétaires, je ne peux pas rester sans réagir»
Retrouvez ma prise de position en faveur de l'ini",6,2021-03-05 09:29:01+00:00,CarloSommaruga,"((0, 238, 'FRENCH', 'fr'),)","[{'translation_text': '[Initiative 99%] ""In my capacity as president of the tenants\' advocate, and after the plea that has been made in favour of the owners, I cannot remain unanswered"" Find my position in favour of the'}]"
501,"Inouï, ce choix politique des élus de l’UDC, du PLR et du Centre de privilégier les intérêts économiques sur la dignité humaine…",2,2021-03-04 14:10:37+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)","[{'translation_text': 'Undoubtedly, this political choice of the elected representatives of the UDC, the PLR and the Center to focus economic interests on human dignity...'}]"
502,"3⃣ Elle est efficace comme le montrent les exemples d’interdiction d’importation des douanes US. 
4⃣ Elle est faisable, sans besoin d’aller sur place vu l’établissement des faits par de nombreuses sources différentes.",2,2021-03-04 14:10:36+00:00,CarloSommaruga,"((0, 5, 'X_Inherited', 'xx-Qaai'), (5, 226, 'FRENCH', 'fr'))",NA
503,"Les critiques à la motion sont infondées :
1⃣ Cette mesure existe déjà dans divers pays et est en discussion au sein de l’Union européenne. 
2⃣ Elle est compatible avec les accords de l’OMC (article XX GATT).",0,2021-03-04 14:10:36+00:00,CarloSommaruga,"((0, 221, 'FRENCH', 'fr'),)",[{'translation_text': 'Criticisms of the motion are unfounded: this measure already exists in various countries and is under discussion within the European Union; it is compatible with the WTO agreements (Article XX GATT).'}]
504,Le refus du Conseil des Etats d’interdire l’importation des marchandises issues du travail forcé est un vrai scandale.  C’est laisser les consommateurs courir avec au pieds des chaussures de sport marquées du sang et de la sueur des travailleurs forcés.,11,2021-03-04 14:10:36+00:00,CarloSommaruga,"((0, 262, 'FRENCH', 'fr'),)",[{'translation_text': 'The refusal of the Council of States to ban the import of goods from forced labour is a scandal. It is to let consumers run with sports shoes marked by the blood and sweat of forced workers.'}]
506,"« Votre test pour le SRAS-CoV-2 est négatif. Veuillez continuer à suivre les mesures de protection. » Message reçu suite au test parlementaire du jour, je peux donc défendre ma motion qui propose d’interdire l’importation en Suisse de produits issus du travail forcé !",13,2021-03-03 11:16:04+00:00,CarloSommaruga,"((0, 281, 'FRENCH', 'fr'),)","[{'translation_text': '""Your test for SARS-CoV-2 is negative. Please continue to follow the protective measures."" Message received following today\'s parliamentary test, so I can defend my motion to ban the importation into Switzerland of products from forced labour!'}]"
509,"Avec 441 autres députés d'Europe, tous partis confondus, j'ai signé l'appel lancé par  pour que nos dirigeants s'opposent à l'annexion de facto de la Palestine par Israël et défendent la solution des deux Etats. Espèrons que  agisse concrètement dans ce sens.",4,2021-03-03 09:02:59+00:00,CarloSommaruga,"((0, 268, 'FRENCH', 'fr'),)","[{'translation_text': ""Together with 441 other Members of the European Parliament, all parties, I signed the call for our leaders to oppose Israel's de facto annexation of Palestine and to defend the two-state solution.""}]"
513,C’est bien ! Mais ce serait mieux que le Conseil fédéral interdise à la société suisse  de former les pilotes saoudiens qui bombardent les civils au yemen ! CoherenceSVP,1,2021-03-01 20:02:52+00:00,CarloSommaruga,"((0, 176, 'FRENCH', 'fr'),)","[{'translation_text': ""That's good! But it would be better if the Federal Council forbids the Swiss company to train Saudi pilots who bomb the civilians in Yemen! CoherenceSVP""}]"
518,"[Un tandem de gauche au diapason]
 « Un peu plus d’une année après les élections fédérales, à l’occasion de la session de printemps qui débute ce lundi,  a passé au crible le fonctionnement des six tandems romands à la Chambre haute.»
A lire dans Le Temps du jour",4,2021-03-01 10:12:42+00:00,CarloSommaruga,"((0, 279, 'FRENCH', 'fr'),)","[{'translation_text': '""A little more than a year after the federal elections, on the occasion of the spring session that begins this Monday, has scrutinized the operation of the six Romanesque tandems in the upper house."" Read it in Time of the Day'}]"
519,"[Rapport de la CIA sur l'assasinat Khashoggi]
 Je crois que c'est l'occasion pour Ignazio Cassis, et ensuite le CF, de mettre en avant cette dimension des valeurs, celles auxquelles nous croyons, à savoir les droits de l'Homme.
A réécouter ci-dessous",6,2021-02-28 16:05:59+00:00,CarloSommaruga,"((0, 253, 'FRENCH', 'fr'),)","[{'translation_text': '[CIA report on the Khashoggi assassination] I think this is an opportunity for Ignazio Cassis, and then the CF, to highlight this dimension of values, those we believe in, namely human rights. To listen again below'}]"
523,Dictature du Conseil fédéral ? Bien sûr que non ! Mesures d’ouverture proportionnées pour éviter la 3ème vague et un sévère reconfinement ! Regardez ce qui se passe ailleurs! Irresponsabilité de l’ !,6,2021-02-25 20:02:32+00:00,CarloSommaruga,"((0, 212, 'FRENCH', 'fr'),)",[{'translation_text': 'Dictature of the Federal Council ? Of course not ! Proportional opening measures to avoid the 3rd wave and a severe reconfinement ! Look what is happening elsewhere ! Irresponsibility of the !'}]
524,"Avec Mme Schraner Burgener au Secrétariat d'Etat aux migrations SEM, tous les secrétariats d'Etat en Suisse seront dirigés par des femmes: Mme Leu au  DFAE, Mme Stoffel au  DFF, Mme Ineichen Fleich au SECO et Mme Hirayama au  DEFR. Bravo !",43,2021-02-25 09:37:36+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'), (142, 100, 'Unknown', 'un'))","[{'translation_text': 'With Mrs Schraner Burgener at the SEM State Secretariat for Migration, all the state secretariats in Switzerland will be headed by women: Ms Leu at the DFAE, Ms Stoffel at the DFF, Ms Ineichen Fleich at the SECO and Mrs Hirayama at the DEFR. Congratulations!'}]"
525,"A propos, les pauvres seront-ils moins pauvres ?",1,2021-02-23 12:50:08+00:00,CarloSommaruga,"((0, 48, 'FRENCH', 'fr'),)","[{'translation_text': 'By the way, will the poor be less poor?'}]"
526,Excellent clip sur les abus en matière de location en Allemagne. Il suffit de le traduire en français et ça s’applique tout à fait chez nous !  locataires,4,2021-02-23 12:48:46+00:00,CarloSommaruga,"((0, 160, 'FRENCH', 'fr'),)",[{'translation_text': 'Excellent video on rental abuses in Germany. Just translate it into French and it applies quite to us!'}]
527,Scandaloso il disprezzo dei partiti borghesi nei riguardi degli inquilini: Priorità agli aumenti abusi di pigione piuttosto che trasparenza per alloggi a prezzi decenti ! Adesso deciderà il popolo!,0,2021-02-22 22:09:38+00:00,CarloSommaruga,"((0, 199, 'ITALIAN', 'it'),)",[{'translation_text': 'Scandalous is the contempt of the bourgeois parties towards tenants: priority is given to increases in the abuse of rent rather than transparency for housing at decent prices! Now the people will decide!'}]
528,"Deux nouveaux États ont ratifié le Traité d’interdiction des armes nucléaires . Déjà 54 Etats ont rejoint le TPNW. Ca va continuer car nombre d’Etats ont engagé leurs procédures de ratification. Pendant ce temps, la Suisse réfléchit, réfléchit, réfléchit...",13,2021-02-22 21:30:16+00:00,CarloSommaruga,"((0, 275, 'FRENCH', 'fr'),)","[{'translation_text': 'Two new states have ratified the Treaty for the Prohibition of Nuclear Weapons. Already 54 states have joined the TPNW. It will continue because many states have started their ratification procedures. Meanwhile, Switzerland is thinking, thinking, thinking...'}]"
530,"Avec ma motion relative aux biens culturels coloniaux, le Parlement suisse à l’occasion de définir sa politique en matière de recherche de provenance, de restitution et de collaborations internationales.",4,2021-02-22 16:13:57+00:00,CarloSommaruga,"((0, 208, 'FRENCH', 'fr'),)","[{'translation_text': 'With my motion on colonial cultural property, the Swiss Parliament defines its policy on the search for provenance, restitution and international collaborations.'}]"
536,"Au Kosovo , le changement est là!  Le parti  Vetevendosje, résolument engagé  contre la corruption obtient à mi décompte 49% des voix . Une révolution! Bravo au LVV! Que la mise en œuvre des promesses électorales soit a la hauteur de l’espoir suscitè!",40,2021-02-14 22:15:56+00:00,CarloSommaruga,"((0, 102, 'Unknown', 'un'), (102, 160, 'FRENCH', 'fr'))",NA
541,"Non Madame Keller-Sutter ! La naissance de la démocratie complète aura lieu lorsque l’ensemble des contribuables résidents en Suisse pourront voter, élire et être élus!",9,2021-02-08 18:59:49+00:00,CarloSommaruga,"((0, 176, 'FRENCH', 'fr'),)","[{'translation_text': 'No, Mrs Keller-Sutter! The birth of complete democracy will take place when all the taxpayers resident in Switzerland can vote, elect and be elected!'}]"
542,"Bonne nouvelle pour les droits de l’homme, le multilatéralisme  et la Geneve internationale Les USA annoncent leur retour au Conseil des droits de l’homme",11,2021-02-08 14:06:25+00:00,CarloSommaruga,"((0, 159, 'FRENCH', 'fr'),)","[{'translation_text': 'Good news for human rights, multilateralism and international Geneva The US announces its return to the Human Rights Council'}]"
544,"La Chambre préliminaire I de la CPI admet sa compétence territoriale sur le territoire de la Palestine, car la Palestine est un État et qu’elle est un État membre du Statut de Rome!",6,2021-02-05 20:38:37+00:00,CarloSommaruga,"((0, 187, 'FRENCH', 'fr'),)","[{'translation_text': 'Pre-Trial Chamber I of the ICC admits its territorial jurisdiction over the territory of Palestine, for Palestine is a State and is a member State of the Rome Statute!'}]"
546,"Très intéressant séminaire de politique commerciale des délégations parlementaires des pays de l'AELE, présidé par le Conseiller national Eric Nussbaumer  avec une contribution de  sur l'accord de libre échange entre UE et GB.",11,2021-02-05 10:21:00+00:00,CarloSommaruga,"((0, 234, 'FRENCH', 'fr'),)","[{'translation_text': 'Very interesting trade policy seminar of the EFTA parliamentary delegations, chaired by National Councillor Eric Nussbaumer with a contribution on the free trade agreement between EU and GB.'}]"
552,"""Dans son texte en page Opinions de la  Carlo Sommaruga nous rappelle que le 22 janvier est entré en vigueur le Traité sur l’interdiction des armes nucléaires: traité aujourd’hui déjà ratifié par 51 États, mais que la Suisse refuse d’accepter.""",6,2021-01-30 12:44:24+00:00,CarloSommaruga,"((0, 258, 'FRENCH', 'fr'),)","[{'translation_text': '""In its text on page Opinions of Carlo Sommaruga reminds us that on 22 January the Treaty on the Prohibition of Nuclear Weapons entered into force: a treaty already ratified by 51 States, but which Switzerland refuses to accept.""'}]"
553,"Première participation à une séance de la Commission des affaires parlementaires de l’ Divers sujets discutés, notamment ceux liés à la vie parlementaire et la situation de pandémie. Echanges par visioconférence entre 50 parlementaires de toute la Francophonie.",7,2021-01-27 15:21:28+00:00,CarloSommaruga,"((0, 271, 'FRENCH', 'fr'),)","[{'translation_text': 'First participation in a session of the Parliamentary Affairs Committee of the Parliamentary Assembly Various topics discussed, including those related to parliamentary life and the pandemic situation. Exchanges by video conference between 50 parliamentarians from all over the Francophonie.'}]"
559,Je te connaissais moins populiste ! Mais pour un  se faire du  c’est si jouissif ! Même avec des chiffres qui ne veulent rien dire ! A juste titre  souligne: ça ne sert à rien de donner le temps intermédiaire d‘un marathon après 5 minutes.,2,2021-01-22 18:03:29+00:00,CarloSommaruga,"((0, 248, 'FRENCH', 'fr'),)","[{'translation_text': ""I knew you less populist! But for a person to do it is so fun! Even with numbers that don't mean anything! Just to point out: it's no use to give the intermediate time of a marathon after 5 minutes.""}]"
566,"Der Atomwaffenverbotsvertrag  tritt heute in Kraft. Wir fordern den Bundesrat auf, ihn zu unterzeichnen und  Credo ""Außenpolitik ist Innenpolitik"" umzusetzen!",59,2021-01-22 06:32:28+00:00,CarloSommaruga,"((0, 159, 'GERMAN', 'de'),)","[{'translation_text': 'The Treaty on the Prohibition of Nuclear Weapons enters into force today. We call on the Federal Council to sign it and implement the credo ""Foreign Policy is Domestic Policy""!'}]"
567,"Le Traité d’interdiction des armes  entre en vigueur demain. Nous enjoignons au CF de le signer au plus vite et à  de mettre en œuvre son credo «Aussenpolitik ist Innenpolitik»! 
Ma tribune dans  du jour",29,2021-01-21 15:57:24+00:00,CarloSommaruga,"((0, 210, 'FRENCH', 'fr'),)","[{'translation_text': 'The Arms Ban Treaty comes into force tomorrow. We urge the CF to sign it as soon as possible and to implement its credo ""Aussenpolitik is Innenpolitik""! My rostrum in the day'}]"
568,"Le Pape François exhorte davantage de nations à rejoindre le traité de l’ONU interdisant les armes nucléaires. Pendant ce temps la Suisse, pays du CICR, traîne les pieds!",13,2021-01-21 07:22:44+00:00,CarloSommaruga,"((0, 177, 'FRENCH', 'fr'),)","[{'translation_text': 'Pope Francis urges more nations to join the UN treaty banning nuclear weapons. Meanwhile, Switzerland, the ICRC country, is dragging its feet!'}]"
573,"Je vous souhaite à toutes et tous une belle et heureuse nouvelle année ! 
Que cette année nous permette d’avancer ensemble sur le chemin de l'égalité, de la justice et de la solidarité!",23,2021-01-01 15:25:00+00:00,CarloSommaruga,"((0, 193, 'FRENCH', 'fr'),)","[{'translation_text': 'I wish you all a beautiful and happy new year! May this year allow us to move forward together on the path of equality, justice and solidarity!'}]"
574,Pas de concession sur les libertés fondamentales ! Liberté pour SelahattinDermirtas! Le Conseil fédéral par la voix de  et  doit exiger de la Turquie la mise en œuvre immédiate de l'arrêt de la CEDH. freedemirtas,6,2020-12-24 11:49:00+00:00,CarloSommaruga,"((0, 219, 'FRENCH', 'fr'),)",[{'translation_text': 'No concession on fundamental freedoms! Freedom for SelahattinDermirtas! The Federal Council by the voice of and must demand from Turkey the immediate implementation of the decision of the ECHR. freedemirtas'}]
576,"Exact! Mais assez pour résister 3 semaines au 🦠 et mener à bien le combat pour le mariage pour tous , contre les attaques au droit du bail  et pour le renforcement des mesures d’aide économiques aux indépendants, aux bas salaires, au sport et aux acteurs culturels!",3,2020-12-21 20:44:10+00:00,CarloSommaruga,"((0, 274, 'FRENCH', 'fr'),)","[{'translation_text': ""That's right! But enough to resist 3 weeks of the '' and complete the fight for marriage for all, against the attacks on the law of lease and for the strengthening of the measures of economic aid to the self-employed, low wages, sports and cultural actors!""}]"
577,"J’ai été me faire tester après l’apparition de légers symptômes et le test s’est avéré positif. Je m’isole évidemment, selon les recommandations sanitaires. Prenez soin de vous !",29,2020-12-21 12:51:08+00:00,CarloSommaruga,"((0, 195, 'FRENCH', 'fr'),)","[{'translation_text': 'I was tested after the appearance of mild symptoms and the test turned out to be positive. I naturally am isolated, according to health recommendations. Take care of yourself!'}]"
579,"Il serait juste, eu égard à la population palestinienne et , aux parlementaires et à M.  lui-même, que le rapport soit publié. C’est le seul moyen pour le DFAE de retrouver un minimum de dignité dans cette affaire.",4,2020-12-18 11:21:23+00:00,CarloSommaruga,"((0, 222, 'FRENCH', 'fr'),)","[{'translation_text': 'It would be fair, in the light of the Palestinian population and the parliamentarians and Mr himself, for the report to be published. This is the only way for the DFAE to regain a minimum of dignity in this matter.'}]"
